   1.0000000474974517E-003   6.2053605714826675E-002
   1.0008010048826693E-003   6.2053701953798321E-002
   1.0016026038005893E-003   6.2053798269214047E-002
   1.0024048447650521E-003   6.2053894661234378E-002
   1.0032077282903097E-003   6.2053991130019491E-002
   1.0040112548910247E-003   6.2054087675729841E-002
   1.0048154250822750E-003   6.2054184298525723E-002
   1.0056202393795486E-003   6.2054280998567704E-002
   1.0064256982987465E-003   6.2054377776016169E-002
   1.0072318023561838E-003   6.2054474631031822E-002
   1.0080385520685885E-003   6.2054571563775147E-002
   1.0088459479531025E-003   6.2054668574406807E-002
   1.0096539905272825E-003   6.2054765663087610E-002
   1.0104626803090989E-003   6.2054862829978061E-002
   1.0112720178169366E-003   6.2054960075239099E-002
   1.0120820035695987E-003   6.2055057399031541E-002
   1.0128926380863004E-003   6.2055154801516195E-002
   1.0137039218866743E-003   6.2055252282853975E-002
   1.0145158554907686E-003   6.2055349843206029E-002
   1.0153284394190487E-003   6.2055447482733103E-002
   1.0161416741923961E-003   6.2055545201596417E-002
   1.0169555603321103E-003   6.2055642999957000E-002
   1.0177700983599080E-003   6.2055740877976065E-002
   1.0185852887979224E-003   6.2055838835814808E-002
   1.0194011321687086E-003   6.2055936873634331E-002
   1.0202176289952367E-003   6.2056034991596044E-002
   1.0210347798008969E-003   6.2056133189861161E-002
   1.0218525851094988E-003   6.2056231468570346E-002
   1.0226710454452710E-003   6.2056329827799850E-002
   1.0234901613328626E-003   6.2056428267613838E-002
   1.0243099332973426E-003   6.2056526788076882E-002
   1.0251303618642007E-003   6.2056625389253439E-002
   1.0259514475593459E-003   6.2056724071207582E-002
   1.0267731909091124E-003   6.2056822834004120E-002
   1.0275955924402525E-003   6.2056921677707579E-002
   1.0284186526799413E-003   6.2057020602382440E-002
   1.0292423721557761E-003   6.2057119608093375E-002
   1.0300667513957773E-003   6.2057218694904846E-002
   1.0308917909283876E-003   6.2057317862881919E-002
   1.0317174912824732E-003   6.2057417112089217E-002
   1.0325438529873239E-003   6.2057516442591380E-002
   1.0333708765726524E-003   6.2057615854453484E-002
   1.0341985625685990E-003   6.2057715347740461E-002
   1.0350269115057254E-003   6.2057814922516934E-002
   1.0358559239150187E-003   6.2057914578848246E-002
   1.0366856003278923E-003   6.2058014316799373E-002
   1.0375159412761845E-003   6.2058114136435152E-002
   1.0383469472921600E-003   6.2058214037821149E-002
   1.0391786189085095E-003   6.2058314021022090E-002
   1.0400109566583505E-003   6.2058414086103512E-002
   1.0408439610752264E-003   6.2058514233130517E-002
   1.0416776326931114E-003   6.2058614462168600E-002
   1.0425119720464040E-003   6.2058714773282890E-002
   1.0433469796699314E-003   6.2058815166538953E-002
   1.0441826560989500E-003   6.2058915642002228E-002
   1.0450190018691443E-003   6.2059016199738297E-002
   1.0458560175166279E-003   6.2059116839812696E-002
   1.0466937035779442E-003   6.2059217562290832E-002
   1.0475320605900656E-003   6.2059318367238478E-002
   1.0483710890903948E-003   6.2059419254721353E-002
   1.0492107896167666E-003   6.2059520224805230E-002
   1.0500511627074445E-003   6.2059621277551921E-002
   1.0508922089011237E-003   6.2059722412952198E-002
   1.0517339287369311E-003   6.2059823630932924E-002
   1.0525763227544253E-003   6.2059924931418917E-002
   1.0534193914935970E-003   6.2060026314335229E-002
   1.0542631354948694E-003   6.2060127779606594E-002
   1.0551075552990988E-003   6.2060229327158191E-002
   1.0559526514475734E-003   6.2060330956914829E-002
   1.0567984244820184E-003   6.2060432668801783E-002
   1.0576448749445894E-003   6.2060534462744128E-002
   1.0584920033778773E-003   6.2060636338666805E-002
   1.0593398103249077E-003   6.2060738296495326E-002
   1.0601882963291414E-003   6.2060840336154652E-002
   1.0610374619344743E-003   6.2060942457570427E-002
   1.0618873076852378E-003   6.2061044660667697E-002
   1.0627378341261991E-003   6.2061146945371966E-002
   1.0635890418025614E-003   6.2061249311608675E-002
   1.0644409312599670E-003   6.2061351759303419E-002
   1.0652935030444925E-003   6.2061454288381536E-002
   1.0661467577026528E-003   6.2061556898768709E-002
   1.0670006957814006E-003   6.2061659590390443E-002
   1.0678553178281266E-003   6.2061762363172707E-002
   1.0687106243906601E-003   6.2061865217040900E-002
   1.0695666160172688E-003   6.2061968151920770E-002
   1.0704232932566599E-003   6.2062071167738535E-002
   1.0712806566579791E-003   6.2062174264419692E-002
   1.0721387067708149E-003   6.2062277441890239E-002
   1.0729974441451926E-003   6.2062380700076088E-002
   1.0738568693315798E-003   6.2062484038903382E-002
   1.0747169828808844E-003   6.2062587458297985E-002
   1.0755777853444556E-003   6.2062690958186111E-002
   1.0764392772740843E-003   6.2062794538493830E-002
   1.0773014592220039E-003   6.2062898199147405E-002
   1.0781643317408893E-003   6.2063001940072984E-002
   1.0790278953838569E-003   6.2063105761196898E-002
   1.0798921507044704E-003   6.2063209662491264E-002
   1.0807570982567329E-003   6.2063313644112342E-002
   1.0816227385950922E-003   6.2063417706262593E-002
   1.0824890722744406E-003   6.2063521849144342E-002
   1.0833560998501145E-003   6.2063626072960086E-002
   1.0842238218778952E-003   6.2063730377912366E-002
   1.0850922389140096E-003   6.2063834764203726E-002
   1.0859613515151294E-003   6.2063939232036847E-002
   1.0868311602383713E-003   6.2064043781614391E-002
   1.0877016656413020E-003   6.2064148413139196E-002
   1.0885728682819311E-003   6.2064253126813948E-002
   1.0894447687187158E-003   6.2064357922841380E-002
   1.0903173675105614E-003   6.2064462801424476E-002
   1.0911906652168206E-003   6.2064567762766254E-002
   1.0920646623972939E-003   6.2064672807069558E-002
   1.0929393596122302E-003   6.2064777934537539E-002
   1.0938147574223274E-003   6.2064883145373125E-002
   1.0946908563887311E-003   6.2064988439779534E-002
   1.0955676570730401E-003   6.2065093817960049E-002
   1.0964451600372989E-003   6.2065199280117583E-002
   1.0973233658440043E-003   6.2065304826455774E-002
   1.0982022750561028E-003   6.2065410457177748E-002
   1.0990818882369924E-003   6.2065516172486943E-002
   1.0999622059505217E-003   6.2065621972586874E-002
   1.1008432287609917E-003   6.2065727857680948E-002
   1.1017249572331548E-003   6.2065833827972483E-002
   1.1026073919322146E-003   6.2065939883665398E-002
   1.1034905334238311E-003   6.2066046024963108E-002
   1.1043743822741140E-003   6.2066152252069490E-002
   1.1052589390496274E-003   6.2066258565188263E-002
   1.1061442043173891E-003   6.2066364964522891E-002
   1.1070301786448712E-003   6.2066471450277480E-002
   1.1079168626000001E-003   6.2066578022655958E-002
   1.1088042567511578E-003   6.2066684681862057E-002
   1.1096923616671806E-003   6.2066791428097047E-002
   1.1105811779173608E-003   6.2066898261475670E-002
   1.1114707060714459E-003   6.2067005182015765E-002
   1.1123609466996427E-003   6.2067112189730038E-002
   1.1132519003726113E-003   6.2067219284631048E-002
   1.1141435676614703E-003   6.2067326466731167E-002
   1.1150359491377954E-003   6.2067433736043606E-002
   1.1159290453736208E-003   6.2067541092580808E-002
   1.1168228569414377E-003   6.2067648536355720E-002
   1.1177173844141969E-003   6.2067756067381304E-002
   1.1186126283653077E-003   6.2067863685670237E-002
   1.1195085893686374E-003   6.2067971391235731E-002
   1.1204052679985167E-003   6.2068079184090692E-002
   1.1213026648297327E-003   6.2068187064248388E-002
   1.1222007804375341E-003   6.2068295031721531E-002
   1.1230996153976300E-003   6.2068403086523644E-002
   1.1239991702861913E-003   6.2068511228667758E-002
   1.1248994456798495E-003   6.2068619458167440E-002
   1.1258004421556989E-003   6.2068727775035644E-002
   1.1267021602912953E-003   6.2068836179285956E-002
   1.1276046006646564E-003   6.2068944670931762E-002
   1.1285077638542660E-003   6.2069053249986419E-002
   1.1294116504390681E-003   6.2069161916463576E-002
   1.1303162609984714E-003   6.2069270670376826E-002
   1.1312215961123485E-003   6.2069379511739561E-002
   1.1321276563610368E-003   6.2069488440565763E-002
   1.1330344423253380E-003   6.2069597456869054E-002
   1.1339419545865199E-003   6.2069706560663095E-002
   1.1348501937263149E-003   6.2069815751961813E-002
   1.1357591603269209E-003   6.2069925030779072E-002
   1.1366688549710050E-003   6.2070034397128777E-002
   1.1375792782416980E-003   6.2070143851024703E-002
   1.1384904307225987E-003   6.2070253392481213E-002
   1.1394023129977734E-003   6.2070363021512275E-002
