   1.0000000474974517E-003 -0.30836840372353685     
   1.0008010048826693E-003 -0.30836844455506152     
   1.0016026038005893E-003 -0.30836848541311990     
   1.0024048447650521E-003 -0.30836852629865719     
   1.0032077282903097E-003 -0.30836856721261890     
   1.0040112548910247E-003 -0.30836860815595007     
   1.0048154250822750E-003 -0.30836864912959555     
   1.0056202393795486E-003 -0.30836869013450113     
   1.0064256982987465E-003 -0.30836873117161123     
   1.0072318023561838E-003 -0.30836877224187115     
   1.0080385520685885E-003 -0.30836881334622618     
   1.0088459479531025E-003 -0.30836885448562157     
   1.0096539905272825E-003 -0.30836889566100167     
   1.0104626803090989E-003 -0.30836893687331202     
   1.0112720178169366E-003 -0.30836897812349745     
   1.0120820035695987E-003 -0.30836901941250267     
   1.0128926380863004E-003 -0.30836906074127290     
   1.0137039218866743E-003 -0.30836910211075313     
   1.0145158554907686E-003 -0.30836914352188777     
   1.0153284394190487E-003 -0.30836918497562271     
   1.0161416741923961E-003 -0.30836922647290155     
   1.0169555603321103E-003 -0.30836926801466974     
   1.0177700983599080E-003 -0.30836930960187253     
   1.0185852887979224E-003 -0.30836935123545373     
   1.0194011321687086E-003 -0.30836939291635895     
   1.0202176289952367E-003 -0.30836943464553263     
   1.0210347798008969E-003 -0.30836947642391926     
   1.0218525851094988E-003 -0.30836951825226766     
   1.0226710454452710E-003 -0.30836956013072986     
   1.0234901613328626E-003 -0.30836960205934372     
   1.0243099332973426E-003 -0.30836964403814698     
   1.0251303618642007E-003 -0.30836968606717791     
   1.0259514475593459E-003 -0.30836972814647429     
   1.0267731909091124E-003 -0.30836977027607354     
   1.0275955924402525E-003 -0.30836981245601369     
   1.0284186526799413E-003 -0.30836985468633310     
   1.0292423721557761E-003 -0.30836989696706857     
   1.0300667513957773E-003 -0.30836993929825907     
   1.0308917909283876E-003 -0.30836998167994123     
   1.0317174912824732E-003 -0.30837002411215325     
   1.0325438529873239E-003 -0.30837006659493282     
   1.0333708765726524E-003 -0.30837010912831786     
   1.0341985625685990E-003 -0.30837015171234555     
   1.0350269115057254E-003 -0.30837019434705365     
   1.0358559239150187E-003 -0.30837023703247979     
   1.0366856003278923E-003 -0.30837027976866160     
   1.0375159412761845E-003 -0.30837032255563701     
   1.0383469472921600E-003 -0.30837036539344237     
   1.0391786189085095E-003 -0.30837040828211632     
   1.0400109566583505E-003 -0.30837045122169565     
   1.0408439610752264E-003 -0.30837049421221829     
   1.0416776326931114E-003 -0.30837053725372127     
   1.0425119720464040E-003 -0.30837058034624271     
   1.0433469796699314E-003 -0.30837062348981903     
   1.0441826560989500E-003 -0.30837066668448831     
   1.0450190018691443E-003 -0.30837070993028731     
   1.0458560175166279E-003 -0.30837075322725327     
   1.0466937035779442E-003 -0.30837079657542427     
   1.0475320605900656E-003 -0.30837083997483677     
   1.0483710890903948E-003 -0.30837088342552849     
   1.0492107896167666E-003 -0.30837092692753626     
   1.0500511627074445E-003 -0.30837097048086243     
   1.0508922089011237E-003 -0.30837101408484091     
   1.0517339287369311E-003 -0.30837105773821338     
   1.0525763227544253E-003 -0.30837110143970048     
   1.0534193914935970E-003 -0.30837114518802300     
   1.0542631354948694E-003 -0.30837118898190102     
   1.0551075552990988E-003 -0.30837123282005535     
   1.0559526514475734E-003 -0.30837127670120690     
   1.0567984244820184E-003 -0.30837132062407563     
   1.0576448749445894E-003 -0.30837136458738190     
   1.0584920033778773E-003 -0.30837140858984674     
   1.0593398103249077E-003 -0.30837145263019011     
   1.0601882963291414E-003 -0.30837149670713287     
   1.0610374619344743E-003 -0.30837154081939455     
   1.0618873076852378E-003 -0.30837158496569606     
   1.0627378341261991E-003 -0.30837162914475746     
   1.0635890418025614E-003 -0.30837167335529930     
