6.000000000000000000e+00 1.183948391216470064e+01
2.020000000000000284e+01 1.373712899549973265e+01
3.440000000000000568e+01 9.876155901984787988e+00
4.860000000000000853e+01 1.088015403870259590e+01
6.280000000000001137e+01 8.099454592487202120e+00
7.700000000000001421e+01 7.737660933673832453e+00
9.120000000000001705e+01 6.835217155365882036e+00
1.054000000000000199e+02 5.513659432420268125e+00
1.196000000000000227e+02 4.823229197709310689e+00
1.338000000000000114e+02 3.824657567364444510e+00
1.480000000000000284e+02 2.826408824741009962e+00
1.622000000000000455e+02 2.184541936970174181e+00
1.764000000000000341e+02 1.422106422775863521e+00
1.906000000000000227e+02 7.020054204776035034e-01
2.048000000000000398e+02 2.983717366778345093e-01
2.190000000000000568e+02 1.411503418378828034e-01
2.332000000000000455e+02 4.085283188827552175e-02
2.474000000000000341e+02 1.005738479237614467e-02
2.616000000000000227e+02 1.285331947699112996e-03
